"clan","session","date","time","aggressor","recip"
"hz","S16096",2015-02-01,"2018-01-01 17:57:00","savy","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:57:00","boot","lole"
"hz","S16096",2015-02-01,"2018-01-01 17:57:00","clus","lole"
"hz","S16096",2015-02-01,"2018-01-01 17:57:00","lole","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:58:00","boot","puff"
"hz","S16096",2015-02-01,"2018-01-01 17:58:00","boot","puff"
"hz","S16096",2015-02-01,"2018-01-01 17:58:00","savy","boot"
"hz","S16096",2015-02-01,"2018-01-01 17:58:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","savy","clus"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","savy","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","puff","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","savy","clus"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","savy","clus"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","boot","smag"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","boot","smag"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 17:59:00","boot","smag"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","savy","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","boot","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","savy","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","boot","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","savy","lole"
"hz","S16096",2015-02-01,"2018-01-01 18:00:00","savy","clus"
"hz","S16096",2015-02-01,"2018-01-01 18:01:00","smag","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:01:00","savy","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","boot","smag"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","boot","puff"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","boot","puff"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","clus","puff"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","boot","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","savy","boot"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","savy","boot"
"hz","S16096",2015-02-01,"2018-01-01 18:05:00","savy","boot"
"hz","S16096",2015-02-01,"2018-01-01 18:06:00","boot","clus"
"hz","S16096",2015-02-01,"2018-01-01 18:06:00","clus","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:07:00","boot","clus"
"hz","S16096",2015-02-01,"2018-01-01 18:07:00","boot","clus"
"hz","S16096",2015-02-01,"2018-01-01 18:07:00","boot","cokl"
"hz","S16096",2015-02-01,"2018-01-01 18:07:00","boot","puff"
"hz","S16096",2015-02-01,"2018-01-01 18:09:00","clus","lole"
"hz","S16096",2015-02-01,"2018-01-01 18:09:00","clus","lole"
"hz","S16096",2015-02-01,"2018-01-01 18:09:00","boot","clus"
"hz","S16096",2015-02-01,"2018-01-01 18:09:00","boot","clus"
"hz","S16100",2015-02-03,"2018-01-01 17:38:00","boot","cokl"
"hz","S16100",2015-02-03,"2018-01-01 17:38:00","boot","puff"
"hz","S16100",2015-02-03,"2018-01-01 17:43:00","boot","clus"
"hz","S16100",2015-02-03,"2018-01-01 17:43:00","boot","puff"
"hz","S16100",2015-02-03,"2018-01-01 17:55:00","savy","boot"
"hz","S16102",2015-02-05,"2018-01-01 18:01:00","savy","boot"
"hz","S16102",2015-02-05,"2018-01-01 18:02:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:15:00","lole","smag"
"hz","S16102",2015-02-05,"2018-01-01 18:17:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:19:00","boot","clus"
"hz","S16102",2015-02-05,"2018-01-01 18:19:00","savy","boot"
"hz","S16102",2015-02-05,"2018-01-01 18:20:00","boot","smag"
"hz","S16102",2015-02-05,"2018-01-01 18:20:00","lole","puff"
"hz","S16102",2015-02-05,"2018-01-01 18:20:00","lole","puff"
"hz","S16102",2015-02-05,"2018-01-01 18:27:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:27:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:27:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:28:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:28:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:28:00","lole","cokl"
"hz","S16102",2015-02-05,"2018-01-01 18:32:00","boot","clus"
"hz","S16104",2015-02-06,"2018-01-01 18:09:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","boot","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:22:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:25:00","savy","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:25:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:25:00","boot","puff"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","boot","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","savy","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","smag","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:26:00","cokl","puff"
"hz","S16104",2015-02-06,"2018-01-01 18:27:00","cokl","puff"
"hz","S16104",2015-02-06,"2018-01-01 18:27:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:27:00","cokl","puff"
"hz","S16104",2015-02-06,"2018-01-01 18:27:00","clus","lole"
"hz","S16104",2015-02-06,"2018-01-01 18:28:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:28:00","boot","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:28:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:30:00","boot","clus"
"hz","S16104",2015-02-06,"2018-01-01 18:30:00","savy","clus"
"hz","S16104",2015-02-06,"2018-01-01 18:31:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:31:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:32:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:33:00","boot","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:33:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:33:00","smag","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:34:00","smag","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:34:00","smag","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:36:00","clus","lole"
"hz","S16104",2015-02-06,"2018-01-01 18:36:00","savy","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:36:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:37:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:38:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:38:00","lole","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:40:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:43:00","clus","cokl"
"hz","S16104",2015-02-06,"2018-01-01 18:48:00","puff","lole"
"hz","S16104",2015-02-06,"2018-01-01 18:48:00","clus","lole"
"hz","S16104",2015-02-06,"2018-01-01 19:15:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:39:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:39:00","lole","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:39:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","savy","boot"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","savy","boot"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","clus","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","lole","boot"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","boot","savy"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","boot","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","lole","boot"
"hz","S16112",2015-02-10,"2018-01-01 17:40:00","puff","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:41:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:41:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:41:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:41:00","boot","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","savy","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","clus","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","boot","savy"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","boot","smag"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","boot","smag"
"hz","S16112",2015-02-10,"2018-01-01 17:42:00","savy","smag"
"hz","S16112",2015-02-10,"2018-01-01 17:43:00","boot","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:43:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:44:00","boot","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:44:00","savy","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:44:00","savy","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:44:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 17:44:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:45:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:45:00","boot","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:45:00","savy","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:45:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:46:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:46:00","savy","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:46:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:46:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:47:00","boot","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:47:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 17:47:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:47:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:48:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:48:00","lole","puff"
"hz","S16112",2015-02-10,"2018-01-01 17:48:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:48:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:48:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:49:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:49:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:50:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:51:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:51:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:51:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:52:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:53:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:53:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:54:00","savy","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:54:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 17:59:00","lole","smag"
"hz","S16112",2015-02-10,"2018-01-01 18:00:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 18:00:00","lole","smag"
"hz","S16112",2015-02-10,"2018-01-01 18:01:00","boot","lole"
"hz","S16112",2015-02-10,"2018-01-01 18:01:00","boot","clus"
"hz","S16112",2015-02-10,"2018-01-01 18:02:00","smag","cokl"
"hz","S16112",2015-02-10,"2018-01-01 18:02:00","clus","lole"
"hz","S16112",2015-02-10,"2018-01-01 18:10:00","savy","clus"
"hz","S16112",2015-02-10,"2018-01-01 18:15:00","boot","puff"
"hz","S16112",2015-02-10,"2018-01-01 18:15:00","boot","puff"
"hz","S16112",2015-02-10,"2018-01-01 18:18:00","boot","savy"
"hz","S16112",2015-02-10,"2018-01-01 18:21:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 18:21:00","clus","cokl"
"hz","S16112",2015-02-10,"2018-01-01 18:29:00","lole","cokl"
"hz","S16112",2015-02-10,"2018-01-01 18:37:00","boot","puff"
"hz","S16112",2015-02-10,"2018-01-01 18:37:00","boot","puff"
"hz","S16121",2015-02-13,"2018-01-01 18:37:00","smag","cokl"
"hz","S16121",2015-02-13,"2018-01-01 18:37:00","clus","cokl"
"hz","S16124",2015-02-14,"2018-01-01 17:54:00","smag","puff"
"hz","S16124",2015-02-14,"2018-01-01 17:55:00","smag","puff"
"hz","S16124",2015-02-14,"2018-01-01 17:55:00","smag","puff"
"hz","S16124",2015-02-14,"2018-01-01 18:35:00","clus","boot"
"hz","S16124",2015-02-14,"2018-01-01 18:50:00","lole","cokl"
"hz","S16130",2015-02-16,"2018-01-01 18:19:00","lole","clus"
"hz","S16130",2015-02-16,"2018-01-01 18:20:00","lole","smag"
"hz","S16130",2015-02-16,"2018-01-01 18:21:00","clus","lole"
"hz","S16130",2015-02-16,"2018-01-01 18:24:00","savy","puff"
"hz","S16130",2015-02-16,"2018-01-01 18:25:00","clus","boot"
"hz","S16130",2015-02-16,"2018-01-01 18:25:00","boot","cokl"
"hz","S16130",2015-02-16,"2018-01-01 18:25:00","lole","cokl"
"hz","S16130",2015-02-16,"2018-01-01 18:25:00","clus","smag"
"hz","S16130",2015-02-16,"2018-01-01 18:26:00","boot","clus"
"hz","S16130",2015-02-16,"2018-01-01 18:30:00","boot","puff"
"hz","S16130",2015-02-16,"2018-01-01 18:32:00","lole","cokl"
"hz","S16130",2015-02-16,"2018-01-01 18:33:00","clus","cokl"
"hz","S16130",2015-02-16,"2018-01-01 18:34:00","boot","puff"
"hz","S16130",2015-02-16,"2018-01-01 18:34:00","savy","boot"
"hz","S16130",2015-02-16,"2018-01-01 18:44:00","clus","lole"
"hz","S16130",2015-02-16,"2018-01-01 18:44:00","clus","lole"
"hz","S16130",2015-02-16,"2018-01-01 18:44:00","clus","lole"
"hz","S16139",2015-02-19,"2018-01-01 17:50:00","clus","lole"
"hz","S16139",2015-02-19,"2018-01-01 17:50:00","clus","lole"
"hz","S16139",2015-02-19,"2018-01-01 18:03:00","cokl","boot"
"hz","S16139",2015-02-19,"2018-01-01 19:06:00","savy","cokl"
"hz","S16144",2015-02-21,"2018-01-01 08:09:00","clus","lole"
"hz","S16144",2015-02-21,"2018-01-01 08:09:00","lole","boot"
"hz","S16144",2015-02-21,"2018-01-01 08:09:00","lole","boot"
"hz","S16144",2015-02-21,"2018-01-01 08:12:00","lole","boot"
"hz","S16144",2015-02-21,"2018-01-01 08:12:00","clus","lole"
"hz","S16144",2015-02-21,"2018-01-01 08:12:00","lole","savy"
"hz","S16144",2015-02-21,"2018-01-01 08:12:00","clus","smag"
"hz","S16144",2015-02-21,"2018-01-01 08:23:00","clus","puff"
"hz","S16144",2015-02-21,"2018-01-01 08:26:00","clus","puff"
"hz","S16144",2015-02-21,"2018-01-01 08:26:00","lole","smag"
"hz","S16144",2015-02-21,"2018-01-01 08:26:00","lole","puff"
"hz","S16144",2015-02-21,"2018-01-01 08:26:00","clus","lole"
"hz","S16144",2015-02-21,"2018-01-01 08:28:00","clus","puff"
"hz","S16144",2015-02-21,"2018-01-01 08:28:00","clus","smag"
"hz","S16145",2015-02-21,"2018-01-01 17:35:00","cokl","puff"
"hz","S16145",2015-02-21,"2018-01-01 17:36:00","cokl","boot"
"hz","S16145",2015-02-21,"2018-01-01 17:36:00","cokl","boot"
"hz","S16147",2015-02-22,"2018-01-01 06:57:00","lole","puff"
"hz","S16150",2015-02-22,"2018-01-01 18:08:00","smag","puff"
"hz","S16150",2015-02-22,"2018-01-01 18:08:00","smag","puff"
"hz","S16150",2015-02-22,"2018-01-01 18:08:00","savy","boot"
"hz","S16150",2015-02-22,"2018-01-01 18:10:00","smag","puff"
"hz","S16150",2015-02-22,"2018-01-01 18:10:00","smag","puff"
"hz","S16154",2015-02-23,"2018-01-01 17:58:00","clus","lole"
"hz","S16154",2015-02-23,"2018-01-01 18:58:00","lole","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:45:00","lole","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:46:00","boot","lole"
"hz","S16155",2015-02-24,"2018-01-01 17:46:00","clus","lole"
"hz","S16155",2015-02-24,"2018-01-01 17:46:00","boot","lole"
"hz","S16155",2015-02-24,"2018-01-01 17:46:00","smag","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:47:00","clus","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:51:00","clus","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:54:00","clus","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:54:00","savy","clus"
"hz","S16155",2015-02-24,"2018-01-01 17:54:00","lole","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:55:00","lole","puff"
"hz","S16155",2015-02-24,"2018-01-01 17:56:00","clus","cokl"
"hz","S16155",2015-02-24,"2018-01-01 17:56:00","lole","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:56:00","lole","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:56:00","lole","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:56:00","lole","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:57:00","clus","smag"
"hz","S16155",2015-02-24,"2018-01-01 17:57:00","clus","smag"
"hz","S16158",2015-02-26,"2018-01-01 17:40:00","clus","cokl"
"hz","S16158",2015-02-26,"2018-01-01 17:40:00","clus","lole"
"hz","S16158",2015-02-26,"2018-01-01 17:41:00","lole","savy"
"hz","S16158",2015-02-26,"2018-01-01 17:42:00","lole","cokl"
"hz","S16158",2015-02-26,"2018-01-01 17:42:00","clus","cokl"
"hz","S16158",2015-02-26,"2018-01-01 18:15:00","puff","smag"
"hz","S16158",2015-02-26,"2018-01-01 18:15:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:24:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:24:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:25:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:26:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:26:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:26:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:26:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:34:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:59:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:59:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 18:59:00","smag","puff"
"hz","S16158",2015-02-26,"2018-01-01 19:04:00","boot","cokl"
"hz","S16161",2015-02-27,"2018-01-01 06:44:00","smag","puff"
"hz","S16161",2015-02-27,"2018-01-01 06:54:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 06:54:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 06:55:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:00:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:00:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:09:00","lole","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:09:00","clus","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:10:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:10:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:10:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","boot","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:11:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","boot","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:12:00","clus","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","lole","boot"
