"clan","session","date","time","aggressor","recip"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","lole","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","savy","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","savy","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","lole","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:14:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:15:00","clus","lole"
"hz","S16161",2015-02-27,"2018-01-01 07:15:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:15:00","clus","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:15:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","lole","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","clus","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","smag","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","lole","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","savy","lole"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:16:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:17:00","puff","savy"
"hz","S16161",2015-02-27,"2018-01-01 07:18:00","boot","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:18:00","puff","boot"
"hz","S16161",2015-02-27,"2018-01-01 07:18:00","smag","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:18:00","smag","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:18:00","smag","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:19:00","savy","puff"
"hz","S16161",2015-02-27,"2018-01-01 07:19:00","boot","smag"
"hz","S16161",2015-02-27,"2018-01-01 07:19:00","savy","smag"
"hz","S16166",2015-02-28,"2018-01-01 17:38:00","smag","puff"
"hz","S16166",2015-02-28,"2018-01-01 17:45:00","smag","puff"
"hz","S16166",2015-02-28,"2018-01-01 18:15:00","savy","boot"
"hz","S16166",2015-02-28,"2018-01-01 18:16:00","savy","boot"
"hz","S16166",2015-02-28,"2018-01-01 18:16:00","savy","boot"
"hz","S16166",2015-02-28,"2018-01-01 18:16:00","savy","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:57:00","lole","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:57:00","lole","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:57:00","lole","puff"
"hz","S16170",2015-03-02,"2018-01-01 06:58:00","lole","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:58:00","lole","smag"
"hz","S16170",2015-03-02,"2018-01-01 06:58:00","lole","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:59:00","lole","boot"
"hz","S16170",2015-03-02,"2018-01-01 06:59:00","lole","cokl"
"hz","S16170",2015-03-02,"2018-01-01 07:07:00","savy","boot"
"hz","S16170",2015-03-02,"2018-01-01 07:07:00","savy","puff"
"hz","S16170",2015-03-02,"2018-01-01 07:07:00","savy","cokl"
"hz","S16170",2015-03-02,"2018-01-01 07:12:00","clus","cokl"
"hz","S16170",2015-03-02,"2018-01-01 07:14:00","smag","cokl"
"hz","S16176",2015-03-02,"2018-01-01 18:11:00","clus","smag"
"hz","S16185",2015-03-04,"2018-01-01 18:20:00","lole","smag"
"hz","S16185",2015-03-04,"2018-01-01 18:20:00","lole","smag"
"hz","S16185",2015-03-04,"2018-01-01 18:32:00","clus","smag"
"hz","S16185",2015-03-04,"2018-01-01 18:32:00","clus","smag"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","savy","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","boot","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","savy","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","boot","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","savy","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:10:00","boot","savy"
"hz","S16206",2015-03-06,"2018-01-01 18:11:00","savy","boot"
"hz","S16206",2015-03-06,"2018-01-01 18:11:00","boot","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:12:00","savy","boot"
"hz","S16206",2015-03-06,"2018-01-01 18:12:00","savy","boot"
"hz","S16206",2015-03-06,"2018-01-01 18:35:00","clus","cokl"
"hz","S16206",2015-03-06,"2018-01-01 18:36:00","savy","puff"
"hz","S16206",2015-03-06,"2018-01-01 18:40:00","boot","clus"
"hz","S16206",2015-03-06,"2018-01-01 18:40:00","boot","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:37:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:37:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:37:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:38:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:39:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:39:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:39:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:39:00","savy","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:40:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:40:00","lole","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:40:00","lole","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:40:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:43:00","lole","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:43:00","lole","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:44:00","savy","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:45:00","puff","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","boot","lole"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","boot","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:48:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:49:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:50:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:50:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:54:00","boot","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:54:00","boot","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:54:00","boot","clus"
"hz","S16208",2015-03-07,"2018-01-01 17:55:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:55:00","boot","smag"
"hz","S16208",2015-03-07,"2018-01-01 17:55:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 17:56:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 17:57:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:59:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:59:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:59:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 17:59:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:02:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:02:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:03:00","lole","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:05:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 18:05:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 18:05:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 18:05:00","boot","smag"
"hz","S16208",2015-03-07,"2018-01-01 18:06:00","boot","smag"
"hz","S16208",2015-03-07,"2018-01-01 18:06:00","boot","smag"
"hz","S16208",2015-03-07,"2018-01-01 18:06:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:06:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:06:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:07:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 18:14:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:16:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:16:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:16:00","clus","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:17:00","lole","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:19:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:19:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:20:00","boot","puff"
"hz","S16208",2015-03-07,"2018-01-01 18:20:00","lole","savy"
"hz","S16208",2015-03-07,"2018-01-01 18:21:00","savy","boot"
"hz","S16208",2015-03-07,"2018-01-01 18:28:00","boot","cokl"
"hz","S16208",2015-03-07,"2018-01-01 18:28:00","savy","cokl"
"hz","S16213",2015-03-09,"2018-01-01 17:59:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:01:00","boot","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:01:00","boot","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:01:00","boot","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","smag","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","boot","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","boot","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","savy","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","boot","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:02:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:03:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:03:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:03:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:03:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:03:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","smag","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:04:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:05:00","lole","savy"
"hz","S16213",2015-03-09,"2018-01-01 18:05:00","savy","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:05:00","lole","savy"
"hz","S16213",2015-03-09,"2018-01-01 18:06:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:06:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","savy","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:07:00","lole","smag"
"hz","S16213",2015-03-09,"2018-01-01 18:08:00","clus","lole"
"hz","S16213",2015-03-09,"2018-01-01 18:08:00","lole","boot"
"hz","S16213",2015-03-09,"2018-01-01 18:09:00","lole","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:09:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:09:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:10:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:11:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:11:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:13:00","clus","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:13:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:13:00","clus","smag"
"hz","S16213",2015-03-09,"2018-01-01 18:13:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:16:00","smag","cokl"
"hz","S16213",2015-03-09,"2018-01-01 18:16:00","clus","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:03:00","puff","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:03:00","puff","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:04:00","boot","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:04:00","puff","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:04:00","smag","boot"
"hz","S16221",2015-03-10,"2018-01-01 19:06:00","boot","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:07:00","boot","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:07:00","savy","cokl"
"hz","S16221",2015-03-10,"2018-01-01 19:07:00","boot","cokl"
"hz","S16233",2015-03-11,"2018-01-01 18:37:00","boot","smag"
"hz","S16259",2015-03-15,"2018-01-01 06:37:00","boot","smag"
"hz","S16259",2015-03-15,"2018-01-01 06:37:00","savy","smag"
"hz","S16259",2015-03-15,"2018-01-01 06:41:00","savy","boot"
"hz","S16259",2015-03-15,"2018-01-01 07:18:00","savy","lole"
"hz","S16259",2015-03-15,"2018-01-01 07:18:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 07:18:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 07:18:00","boot","lole"
"hz","S16259",2015-03-15,"2018-01-01 07:30:00","lole","boot"
"hz","S16259",2015-03-15,"2018-01-01 19:05:00","lole","boot"
"hz","S16259",2015-03-15,"2018-01-01 19:05:00","lole","savy"
"hz","S16259",2015-03-15,"2018-01-01 19:05:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 19:05:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 19:06:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 19:06:00","clus","lole"
"hz","S16259",2015-03-15,"2018-01-01 19:06:00","lole","savy"
"hz","S16259",2015-03-15,"2018-01-01 19:08:00","lole","boot"
"hz","S16259",2015-03-15,"2018-01-01 19:08:00","lole","boot"
"hz","S16259",2015-03-15,"2018-01-01 19:08:00","lole","boot"
"hz","S16259",2015-03-15,"2018-01-01 19:12:00","lole","savy"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","boot","clus"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","boot","clus"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","clus","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","boot","clus"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","boot","clus"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","lole","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:18:00","boot","clus"
"hz","S16285",2015-03-17,"2018-01-01 18:19:00","boot","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:19:00","boot","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:23:00","clus","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:23:00","lole","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:28:00","savy","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:28:00","clus","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:30:00","savy","puff"
"hz","S16285",2015-03-17,"2018-01-01 18:30:00","lole","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:30:00","savy","puff"
"hz","S16285",2015-03-17,"2018-01-01 18:47:00","smag","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:47:00","smag","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:47:00","smag","cokl"
"hz","S16285",2015-03-17,"2018-01-01 18:47:00","smag","cokl"
"hz","S16285",2015-03-17,"2018-01-01 19:24:00","smag","puff"
"hz","S16285",2015-03-17,"2018-01-01 19:24:00","smag","puff"
"hz","S16285",2015-03-17,"2018-01-01 19:29:00","lole","boot"
"hz","S16285",2015-03-17,"2018-01-01 19:29:00","lole","savy"
"hz","S16285",2015-03-17,"2018-01-01 19:29:00","clus","boot"
"hz","S16297",2015-03-21,"2018-01-01 19:21:00","clus","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:09:00","lole","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:10:00","lole","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:10:00","lole","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:11:00","clus","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:11:00","lole","clus"
"hz","S16299",2015-03-22,"2018-01-01 18:11:00","clus","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:12:00","clus","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:14:00","clus","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:14:00","cokl","clus"
"hz","S16299",2015-03-22,"2018-01-01 18:14:00","clus","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:20:00","smag","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","clus","boot"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","clus","boot"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","lole","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","clus","lole"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","clus","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","clus","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:25:00","cokl","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:26:00","lole","cokl"
"hz","S16299",2015-03-22,"2018-01-01 18:33:00","clus","puff"
"hz","S16299",2015-03-22,"2018-01-01 18:33:00","clus","smag"
"hz","S16299",2015-03-22,"2018-01-01 18:33:00","clus","puff"
"hz","S16303",2015-03-23,"2018-01-01 06:39:00","lole","puff"
"hz","S16303",2015-03-23,"2018-01-01 06:39:00","lole","savy"
"hz","S16303",2015-03-23,"2018-01-01 06:39:00","clus","cokl"
"hz","S16303",2015-03-23,"2018-01-01 06:40:00","puff","cokl"
"hz","S16303",2015-03-23,"2018-01-01 06:41:00","boot","cokl"
"hz","S16303",2015-03-23,"2018-01-01 06:41:00","boot","cokl"
"hz","S16303",2015-03-23,"2018-01-01 06:41:00","savy","cokl"
"hz","S16303",2015-03-23,"2018-01-01 06:47:00","boot","cokl"
"hz","S16326",2015-03-28,"2018-01-01 07:13:00","savy","boot"
"hz","S16331",2015-04-01,"2018-01-01 06:31:00","clus","puff"
"hz","S16331",2015-04-01,"2018-01-01 06:35:00","lole","puff"
"hz","S16331",2015-04-01,"2018-01-01 06:39:00","clus","lole"
"hz","S16331",2015-04-01,"2018-01-01 06:40:00","clus","lole"
"hz","S16331",2015-04-01,"2018-01-01 06:40:00","clus","lole"
"hz","S16331",2015-04-01,"2018-01-01 06:40:00","clus","lole"
"hz","S16331",2015-04-01,"2018-01-01 06:41:00","clus","smag"
"hz","S16331",2015-04-01,"2018-01-01 06:42:00","clus","puff"
"hz","S16331",2015-04-01,"2018-01-01 06:42:00","clus","smag"
"hz","S16331",2015-04-01,"2018-01-01 06:44:00","lole","puff"
"hz","S16331",2015-04-01,"2018-01-01 06:49:00","clus","boot"
"hz","S16331",2015-04-01,"2018-01-01 07:07:00","boot","puff"
"hz","S16331",2015-04-01,"2018-01-01 07:07:00","clus","puff"
"hz","S16331",2015-04-01,"2018-01-01 07:07:00","clus","boot"
"hz","S16331",2015-04-01,"2018-01-01 07:15:00","clus","puff"
